title,author,year_published,subjects,edition_count,open_library_key,queried_author,description
أوراق الزيتون,Mahmoud Darwish,1977.0,,5,/book/show/12122965,Mahmoud Darwish,"نبذة النيل والفرات: ""يحكون في بلادنا، يحكون في سجن عن صاحبي الذي مضى وعاد في كفن، كان اسمه... لا تذكروا اسمه! خلوه في قلوبنا... لا تدعو الكلمة، تضع في الهواء، كالرماد.. خلوه جرحاً راعضاً لا يعرف الضمار طريقه إليه... أخاف يا أحبتي... أخاف يا أيتام... أخاف أن ننساه بين زحمة الأسماء، أخاف أن يذوب في زوابع الشتاء! أخاف أن تنام في قلوبنا جراحنا.. أخاف أن تنام!! العمر... عمر برعم لا يذكر المطر.. لم يبك تحت شرفة القمر، لم يوقف الساعات بالسهر.. وما تداعت عند حائط يداه.. ولم تسافر خلف خيط شهوة.. عيناه! ولم يعرف الغزل، غير أغاني مطرب ضيّعه الملل، ولم يقل لحلوة: الله! إلا مرتين، لم تلتفت إليه.. ما أعطته إلا طرف عين، كان الفتى صغيراً.. فغاب عن طريقها ولم يفكر بالهوى كثيراً..""."
أعراس,Mahmoud Darwish,1980.0,,3,/book/show/6593508,Mahmoud Darwish,"ليدين من حَجَر وزعترْ هذا النشيدُ .. لأحمد المنسيِّ بين فَراشتين مَضَتِ الغيومُ وشَّردتني ورمتْ معاطِفها الجبالُ وخبأتني نازلاً من نحلة الجرح القديم إلى تفاصيل البلاد وكانت السنةُ انفصال البحر عن مدن الرماد , وكنتُ وحدي ثم وحدي .. آه يا وحدي ؟ وأحمدْ"
مديح الظل العالي,Mahmoud Darwish,1983.0,,3,/book/show/12805115,Mahmoud Darwish,
حصار لمدائح البحر,Mahmoud Darwish,1984.0,,6,/book/show/9164724,Mahmoud Darwish,"يطيرُ الحمامُ يَحُطّ الحمامُ -أعدِّي ليَ الأرضَ كي أستريحَ فإني أُحبُّكِ حتى التَعَبْ... صباحك فاكهةٌ للأغاني وهذا المساءُ ذَهَبْ ونحن لنا حين يدخل ظِلُّ إلى ظِلُّه في الرخام وأُشْبِهُ نَفْسِيَ حين أُعلِّقُ نفسي على عُنُقٍ لا تُعَانِقُ غَيرَ الغَمامِ وأنتِ الهواءُ الذي يتعرَّى أمامي كدمع العِنَبْ وأنت بدايةُ عائلة الموج حين تَشَبَّثَ بالبِّر حين اغتربْ وإني أُحبُّكِ , أنتِ بدايةُ روحي , وأنت الختامُ"
ذاكرة للنسيان,Mahmoud Darwish,1986.0,,31,/book/show/3018111,Mahmoud Darwish,"One of the Arab world's greatest living poets uses the 1982 Israeli invasion of Lebanon and the shelling of Beirut as the setting for this sequence of prose poems. Mahmoud Darwish vividly recreates the sights and sounds of a city under terrible siege. As fighter jets scream overhead, he explores the war-ravaged streets of Beirut on August 6th (Hiroshima Day). Memory for Forgetfulness is an extended reflection on the invasion and its political and historical dimensions. It is also a journey into personal and collective memory. What is the meaning of exile? What is the role of the writer in time of war? What is the relationship of writing (memory) to history (forgetfulness)? In raising these questions, Darwish implicitly connects writing, homeland, meaning, and resistance in an ironic, condensed work that combines wit with rage. Ibrahim Muhawi's translation beautifully renders Darwish's testament to the heroism of a people under siege, and to Palestinian creativity and continuity."
ورد أقل,Mahmoud Darwish,1986.0,,6,/book/show/12197875,Mahmoud Darwish,Rare book
هي أغنية، هي أغنية,Mahmoud Darwish,1986.0,,3,/book/show/14288172,Mahmoud Darwish,"تدور بي الريح حين تضيق بي الأرض. لا بد لي أن أطير وأن ألجم الريح، لكنني آدمي.. شعرت بمليون ناي يمزق صدري تصببت ثلجاً وشاهدت قبري على راحتي. تبعثرت فوق السرير. تقيأت. غبت قليلاً عن الوعي. مت. وصحت قبيل الوفاة القصيرة: إني أحبك، هل أدخل الموت من قدميك؟ ومت.. ومت تماماً، فما هدأ الموت لولا بكاؤك! ما أهدأ الموت لولا يداك اللتان تدقان صدري لأرجع من حيث مت. أحبك قبل الوفاة، وبعد الوفاة، وبينهما لم أشاهد سوى وجه أمي. هو القلب ضل قليلاً وعاد، سألت الحبيبة: في أي قلب أصبت؟ فمالت عليه وغطت سؤالي بدمعتها. أيها القلب.. يا أيها القلب كيف كذبت علي وأوقعتني عن صهيلي؟ لدينا كثير من الوقت، يا قلب، فاصمد، ليأتيك من أرض بلقيس هدهد، بعثنا الرسائل، قطعنا ثلاثين بحراً وستين ساحل، وما زال في العمر وقت لنشرد، ويا أيها القلب، كيف كذبت على فرس لا تمل الرياح، تمهل لنكمل هذا العناق الأخير ونسجد. تمهل.. تمهل لأعرف إن كنت قلبي أم صوتها وهي تصرح: خذني""."
"Memory for Forgetfulness: August, Beirut, 1982",Mahmoud Darwish,1986.0,,31,/book/show/122918250-memory-for-forgetfulness,Mahmoud Darwish,"One of the Arab world's greatest living poets uses the 1982 Israeli invasion of Lebanon and the shelling of Beirut as the setting for this sequence of prose poems. Mahmoud Darwish vividly recreates the sights and sounds of a city under terrible siege. As fighter jets scream overhead, he explores the war-ravaged streets of Beirut on August 6th (Hiroshima Day). Memory for Forgetfulness is an extended reflection on the invasion and its political and historical dimensions. It is also a journey into personal and collective memory. What is the meaning of exile? What is the role of the writer in time of war? What is the relationship of writing (memory) to history (forgetfulness)? In raising these questions, Darwish implicitly connects writing, homeland, meaning, and resistance in an ironic, condensed work that combines wit with rage. Ibrahim Muhawi's translation beautifully renders Darwish's testament to the heroism of a people under siege, and to Palestinian creativity and continuity."
Sand & Other Poems,Mahmoud Darwish,1986.0,,6,/book/show/167558.Sand_Other_Poems,Mahmoud Darwish,"First published in 1986. This is a collection of poems selected and translated by Rana Kabbani. Born in Palestine in 1942, as a child of six Daweesh recalls how his native village of Al-Birwa was destroyed by the Israeli army. He has published eleven volumes of poetry and thee of prose and is considered one of the most influential poets writing in Arabic."
في وصف حالتنا,Mahmoud Darwish,1987.0,,2,/book/show/25761696,Mahmoud Darwish,... لقد آثرنا نشر هذه المضمومة المختارة من المقالات ، لأن الواقع يؤكدها بفضيحته المتكررة يوما بعد يوم؛ و بإصراره العربي تحديدا ، علي أن يكون_في مستقبله المنظور_صورة لهذه الكتابة المنجزة عن ماضيه ، كأنها تتوارث الخيبة’ الخيبة ، و الحطام’ الحطام ، و الشهيد’ الشهيد، و الروح التي لا تنكسر -في العمق الفلسطيني - أختها التي لا تنكسر ؛ إنها كتابةٌ تتأكد’ بثواب المستقبل الأبعد علي ألمها . إن ما يقال ، هنا ، هو الأنين الواحد في هبوب الفجيعة المتعددة.
مأساة النرجس، ملهاة الفضة,Mahmoud Darwish,1989.0,,1,/book/show/22887074,Mahmoud Darwish,
الرسائل,Mahmoud Darwish,1990.0,,2,/book/show/4566898,Mahmoud Darwish,رسائل نثرية بين الشاعرين الكبيرين محمود درويش وسميح القاسم
أرى ما أريد,Mahmoud Darwish,1990.0,,3,/book/show/11776445,Mahmoud Darwish,أَرى ما أريدُ مِنَ الحقل... إنَّي أَرى جدائلَ قَمْحٍ تُمَشِّطُهَا الريح، أُغمضُ عينيِّ : هذا السرابُ يُؤدِّي إلى النَهَوَنْدْ وهذا السكونُ يُؤَدِّي إلى اللازَوَردْ أرى ما أُريدُ من البحر... إني أرى هُبوبَ النوارس عند الغروب فأُغمض عينيّ : هذا الضياعُ يؤدِّي إلى أندلُسْ وهذا الشراعُ صلاةُ الحمام عليّ ....
Victims of a Map: A Bilingual Anthology of Arabic Poetry,Mahmoud Darwish,1990.0,,5,/book/show/550977.Victims_of_a_Map,Mahmoud Darwish,"Mahmud Darwish, Samih al-Qasim and Adonis are amongst the leading poets in the Arab world today. Victims of a Map presents some of their finest work in translation, alongside the original Arabic, including thirteen poems by Darwish never before published – in English or Arabic – and a long work by Adonis written during the 1982 siege of Beirut, also published here for the first time. Adonis (the pen-name of Ali Ahmad Said) was born in Syria in 1930. He was exiled to Beirut in 1956 and later became a Lebanese citizen. The founder of the influential journal Mawaqif , a critic as well as a poet, he has exercised enormous influence on Arabic literature. He is the author of Sufism and Surrealism , also published by Saqi. Mahmoud Darwish was born in 1942 in the village of al-Birweh in Galilee, Palestine. His family fled to Lebanon in 1948 when the Israeli Army destroyed their village. He was awarded the Lenin Peace Prize, the Lannan Prize for Cultural Freedom, the Chevalier des Arts et des Lettres from France and the Prince Claus Award from the Netherlands. He died in August 2008. Samih al-Qasim is a Palestinian born to a Druze family of Galilee in 1939. He grew up in Nazareth and has long been politically active in Israel, suffering imprisonment many times. A prolific writer, he had published six collections of poetry by the time he was thirty."
